"couple"	"ppnr"	"beepnr"	"DayESM"	"happy"	"relaxed"	"enact_respons"	"together_0"	"together_1"
63	763	19	18	67	74	76	1	NA
63	763	20	18	74	76	77	1	NA
63	763	21	18	77	78	73	1	NA
63	763	22	18	100	91	75	NA	1
63	763	23	18	100	97	80	NA	1
63	763	24	18	65	68	69	NA	1
63	763	25	18	71	67	71	NA	1
63	763	26	18	50	50	83	NA	1
63	763	27	18	73	65	59	NA	1
63	763	28	19	64	97	86	NA	1
63	763	29	19	48	29	85	NA	1
63	763	30	19	48	68	71	1	NA
63	763	31	19	53	52	74	NA	1
63	763	32	19	61	70	68	NA	1
63	763	33	19	63	69	73	NA	1
63	763	34	19	72	70	72	NA	1
63	763	35	19	60	75	69	NA	1
63	763	36	19	60	38	79	NA	1
63	763	37	19	66	62	72	NA	1
63	763	38	19	74	85	74	NA	1
63	763	39	19	64	83	85	NA	1
63	763	40	19	66	70	78	NA	1
63	763	41	19	70	85	78	NA	1
63	763	42	20	64	52	74	1	NA
63	763	43	20	39	65	64	1	NA
63	763	44	20	69	69	69	1	NA
63	763	45	20	70	39	80	1	NA
63	763	46	20	68	68	70	1	NA
63	763	47	20	68	74	78	1	NA
63	763	48	21	37	35	69	1	NA
63	763	49	21	35	37	64	1	NA
63	763	50	21	46	60	69	NA	1
63	763	51	21	41	44	85	NA	1
63	763	52	21	NA	NA	NA	NA	NA
63	763	53	21	68	73	77	1	NA
63	763	54	22	34	5	71	1	NA
63	763	55	22	34	31	80	1	NA
63	763	56	22	47	37	67	NA	1
63	763	57	22	38	14	89	NA	1
63	763	58	22	NA	NA	NA	NA	NA
63	763	59	22	50	47	87	1	NA
64	764	1	22	73	100	59	NA	1
64	764	2	22	83	61	70	NA	1
64	764	3	22	NA	NA	NA	NA	NA
64	764	4	22	83	83	55	1	NA
64	764	5	22	70	70	63	1	NA
64	764	6	22	83	100	76	1	NA
64	764	7	23	76	64	68	1	NA
64	764	8	23	NA	NA	NA	NA	NA
64	764	9	23	72	49	80	NA	1
64	764	10	23	63	100	63	NA	1
64	764	11	23	75	76	100	NA	1
64	764	12	23	76	88	78	NA	1
64	764	13	24	59	65	77	1	NA
64	764	14	24	70	33	73	1	NA
64	764	15	24	73	72	64	1	NA
64	764	16	24	60	66	88	1	NA
64	764	17	24	75	85	94	1	NA
64	764	18	24	67	64	77	1	NA
64	764	19	25	35	92	80	NA	1
64	764	20	25	70	70	63	1	NA
64	764	21	25	68	62	68	NA	1
64	764	22	25	52	16	68	1	NA
64	764	23	25	60	56	0	1	NA
64	764	24	25	79	70	78	1	NA
64	764	25	25	8	16	72	1	NA
64	764	26	25	54	70	92	1	NA
64	764	27	25	34	15	61	1	NA
64	764	28	25	56	15	79	1	NA
64	764	29	25	21	20	72	1	NA
64	764	30	25	52	72	67	1	NA
64	764	31	25	30	24	58	1	NA
64	764	32	25	5	22	68	1	NA
64	764	33	26	54	47	70	1	NA
64	764	34	26	58	62	73	NA	1
64	764	35	26	26	27	74	1	NA
64	764	36	26	50	28	79	NA	1
64	764	37	26	57	65	78	1	NA
64	764	38	26	56	51	76	1	NA
64	764	39	26	20	0	73	1	NA
64	764	40	26	55	62	7	1	NA
64	764	41	26	54	38	78	1	NA
64	764	42	26	74	69	65	NA	1
64	764	43	26	35	64	74	NA	1
64	764	44	26	28	59	74	NA	1
64	764	45	26	74	54	94	NA	1
64	764	46	26	76	100	100	NA	1
64	764	47	27	52	59	75	1	NA
64	764	48	27	NA	NA	NA	NA	NA
64	764	49	27	61	24	25	NA	1
64	764	50	27	49	63	77	1	NA
64	764	51	27	62	63	64	NA	1
64	764	52	27	68	76	75	1	NA
64	764	53	28	67	64	84	1	NA
64	764	54	28	66	76	81	1	NA
64	764	55	28	60	66	69	1	NA
64	764	56	28	55	36	100	1	NA
64	764	57	28	64	59	90	1	NA
64	764	58	28	60	68	89	1	NA
64	764	59	29	NA	NA	NA	NA	NA
64	764	60	29	57	67	80	1	NA
64	764	61	29	64	64	80	1	NA
64	764	62	29	74	60	66	1	NA
64	764	63	29	61	64	68	1	NA
64	764	64	29	55	55	76	1	NA
65	765	1	22	58	62	62	NA	1
65	765	2	22	82	72	79	NA	1
65	765	3	22	68	61	76	NA	1
65	765	4	22	69	51	72	NA	1
65	765	5	22	68	68	64	NA	1
65	765	6	23	75	78	89	1	NA
65	765	7	23	62	72	68	1	NA
65	765	8	23	71	76	74	1	NA
65	765	9	23	58	70	71	1	NA
65	765	10	23	62	74	70	1	NA
65	765	11	23	57	63	70	NA	1
65	765	12	24	32	44	72	1	NA
65	765	13	24	43	52	66	1	NA
65	765	14	24	52	56	67	1	NA
65	765	15	24	58	52	68	1	NA
65	765	16	24	56	63	66	1	NA
65	765	17	24	65	62	64	1	NA
65	765	18	25	54	62	68	1	NA
65	765	19	25	61	66	65	1	NA
65	765	20	25	58	61	64	1	NA
65	765	21	25	69	70	58	1	NA
65	765	22	25	72	72	66	1	NA
65	765	23	25	70	67	66	1	NA
65	765	24	25	45	16	60	1	NA
65	765	25	25	68	63	56	1	NA
65	765	26	25	58	67	68	1	NA
65	765	27	25	68	63	64	1	NA
65	765	28	25	56	60	69	1	NA
65	765	29	25	56	65	65	NA	1
65	765	30	25	61	63	60	NA	1
65	765	31	25	69	69	63	NA	1
65	765	32	26	59	54	57	1	NA
65	765	33	26	70	58	65	1	NA
65	765	34	26	65	61	70	1	NA
65	765	35	26	64	68	66	1	NA
65	765	36	26	59	55	57	1	NA
65	765	37	26	NA	NA	NA	NA	NA
65	765	38	26	61	71	66	1	NA
65	765	39	26	65	65	63	1	NA
65	765	40	26	61	63	64	1	NA
65	765	41	26	67	72	71	1	NA
65	765	42	26	64	66	63	1	NA
65	765	43	26	58	64	61	1	NA
65	765	44	26	50	53	61	NA	1
65	765	45	26	62	71	62	NA	1
65	765	46	27	52	50	64	1	NA
65	765	47	27	55	60	65	NA	1
65	765	48	27	62	60	66	1	NA
65	765	49	27	58	66	64	1	NA
65	765	50	27	64	64	71	NA	1
65	765	51	27	63	60	68	NA	1
65	765	52	28	61	66	72	1	NA
65	765	53	28	77	65	74	1	NA
65	765	54	28	69	69	73	1	NA
65	765	55	28	58	64	55	1	NA
65	765	56	28	58	64	64	1	NA
65	765	57	28	58	63	64	1	NA
65	765	58	29	59	61	66	1	NA
65	765	59	29	66	68	70	NA	1
65	765	60	29	66	72	65	NA	1
65	765	61	29	78	78	59	NA	1
65	765	62	29	75	68	67	NA	1
65	765	63	29	72	68	70	NA	1
66	766	1	22	73	67	89	NA	1
66	766	2	22	32	40	61	NA	1
66	766	3	23	49	65	77	1	NA
66	766	4	23	86	86	76	1	NA
66	766	5	23	97	96	89	1	NA
66	766	6	23	83	88	72	1	NA
66	766	7	23	84	82	85	1	NA
66	766	8	23	59	61	81	1	NA
66	766	9	24	53	31	91	1	NA
66	766	10	24	45	45	3	1	NA
66	766	11	24	8	7	74	1	NA
66	766	12	24	48	56	65	NA	1
66	766	13	24	68	94	81	NA	1
66	766	14	24	62	94	77	NA	1
66	766	15	25	92	92	85	1	NA
66	766	16	25	66	60	78	1	NA
66	766	17	25	81	83	77	1	NA
66	766	18	25	75	68	74	1	NA
66	766	19	25	74	66	58	1	NA
66	766	20	25	67	51	87	1	NA
66	766	21	25	90	93	2	1	NA
66	766	22	25	41	26	78	1	NA
66	766	23	25	54	11	66	1	NA
66	766	24	25	87	99	6	1	NA
66	766	25	25	80	96	2	1	NA
66	766	26	25	60	61	74	1	NA
66	766	27	25	74	50	69	1	NA
66	766	28	25	91	94	62	1	NA
66	766	29	26	78	75	64	1	NA
66	766	30	26	77	83	58	1	NA
66	766	31	26	92	6	52	1	NA
66	766	32	26	42	36	45	1	NA
66	766	33	26	39	44	65	1	NA
66	766	34	26	54	31	64	1	NA
66	766	35	26	52	29	42	1	NA
66	766	36	26	66	75	69	1	NA
66	766	37	26	76	65	78	1	NA
66	766	38	26	6	70	60	1	NA
66	766	39	26	52	62	61	1	NA
66	766	40	26	79	80	75	NA	1
66	766	41	26	49	37	74	NA	1
66	766	42	26	66	56	65	NA	1
66	766	43	27	60	100	74	1	NA
66	766	44	27	NA	NA	NA	NA	NA
66	766	45	27	6	58	58	1	NA
66	766	46	27	NA	NA	NA	NA	NA
66	766	47	27	NA	NA	NA	NA	NA
66	766	48	27	NA	NA	NA	NA	NA
66	766	49	28	39	26	47	1	NA
66	766	50	28	1	52	51	1	NA
66	766	51	28	33	14	52	1	NA
66	766	52	28	34	24	9	1	NA
66	766	53	28	18	4	60	1	NA
66	766	54	28	28	20	31	1	NA
66	766	55	29	31	50	54	1	NA
66	766	56	29	40	36	51	1	NA
66	766	57	29	27	43	59	1	NA
66	766	58	29	11	16	59	1	NA
66	766	59	29	26	11	63	1	NA
66	766	60	29	26	43	55	1	NA
68	768	1	24	NA	NA	NA	NA	NA
68	768	2	24	71	63	90	NA	1
68	768	3	24	77	41	80	NA	1
68	768	4	24	2	8	93	NA	1
68	768	5	25	72	100	100	1	NA
68	768	6	25	100	100	100	NA	1
68	768	7	25	58	85	100	NA	1
68	768	8	25	100	54	100	NA	1
68	768	9	25	74	50	84	1	NA
68	768	10	25	100	44	100	NA	1
68	768	11	25	100	100	100	NA	1
68	768	12	25	89	64	100	NA	1
68	768	13	25	86	78	100	NA	1
68	768	14	25	76	100	100	NA	1
68	768	15	25	94	85	100	1	NA
68	768	16	25	100	100	100	NA	1
68	768	17	25	100	100	100	NA	1
68	768	18	25	100	100	100	NA	1
68	768	19	26	100	100	88	NA	1
68	768	20	26	92	94	100	NA	1
68	768	21	26	64	100	99	NA	1
68	768	22	26	100	100	100	NA	1
68	768	23	26	100	98	100	NA	1
68	768	24	26	100	100	100	NA	1
68	768	25	26	81	100	100	NA	1
68	768	26	26	100	100	100	NA	1
68	768	27	26	69	100	100	NA	1
68	768	28	26	82	100	100	NA	1
68	768	29	26	81	100	100	NA	1
68	768	30	26	100	98	100	NA	1
68	768	31	26	76	100	100	NA	1
68	768	32	26	88	100	74	NA	1
68	768	33	27	59	58	100	NA	1
68	768	34	27	59	57	100	NA	1
68	768	35	27	78	82	100	NA	1
68	768	36	27	77	100	100	NA	1
68	768	37	27	95	78	100	NA	1
68	768	38	27	100	100	100	NA	1
68	768	39	28	NA	NA	NA	NA	NA
68	768	40	28	NA	NA	NA	NA	NA
68	768	41	28	NA	NA	NA	NA	NA
68	768	42	28	NA	NA	NA	NA	NA
68	768	43	28	NA	NA	NA	NA	NA
68	768	44	28	NA	NA	NA	NA	NA
68	768	45	29	100	100	100	1	NA
68	768	46	29	94	95	100	1	NA
68	768	47	29	66	50	0	1	NA
68	768	48	29	66	60	59	1	NA
68	768	49	29	94	62	38	1	NA
68	768	50	29	86	8	91	1	NA
68	768	51	30	64	59	75	NA	1
68	768	52	30	88	88	90	1	NA
68	768	53	30	73	68	85	NA	1
68	768	54	30	41	67	98	NA	1
68	768	55	30	65	92	100	NA	1
68	768	56	30	83	92	78	1	NA
68	768	57	1	87	76	100	NA	1
68	768	58	1	80	70	91	NA	1
68	768	59	1	96	0	97	1	NA
68	768	60	1	78	84	100	NA	1
68	768	61	1	100	76	100	NA	1
68	768	62	1	0	0	90	NA	1
70	770	1	27	71	59	80	NA	1
70	770	2	27	70	66	76	NA	1
70	770	3	27	67	62	76	NA	1
70	770	4	27	75	94	53	NA	1
70	770	5	27	91	80	78	NA	1
70	770	6	27	87	71	42	NA	1
70	770	7	28	59	51	60	NA	1
70	770	8	28	49	35	41	NA	1
70	770	9	28	61	74	65	1	NA
70	770	10	28	63	78	48	1	NA
70	770	11	28	76	86	74	NA	1
70	770	12	28	69	90	62	NA	1
70	770	13	29	64	93	73	NA	1
70	770	14	29	50	48	72	NA	1
70	770	15	29	63	62	70	NA	1
70	770	16	29	90	100	81	NA	1
70	770	17	29	67	56	57	NA	1
70	770	18	29	69	70	65	NA	1
70	770	19	30	16	30	78	1	NA
70	770	20	30	NA	NA	NA	NA	NA
70	770	21	30	53	56	64	1	NA
70	770	22	30	69	76	67	NA	1
70	770	23	30	74	98	64	NA	1
70	770	24	30	74	80	78	NA	1
70	770	25	1	99	90	82	NA	1
70	770	26	1	100	100	82	NA	1
70	770	27	1	72	72	91	NA	1
70	770	28	1	65	69	80	1	NA
70	770	29	1	86	54	84	NA	1
70	770	30	1	41	43	74	NA	1
70	770	31	2	36	45	60	NA	1
70	770	32	2	40	53	57	NA	1
70	770	33	2	29	78	55	NA	1
70	770	34	2	52	51	69	NA	1
70	770	35	2	62	95	76	NA	1
70	770	36	2	64	59	72	NA	1
70	770	37	2	76	51	74	NA	1
70	770	38	2	11	11	38	NA	1
70	770	39	2	48	52	61	NA	1
70	770	40	2	3	8	25	NA	1
70	770	41	2	41	25	50	NA	1
70	770	42	2	NA	NA	NA	NA	NA
70	770	43	2	NA	NA	NA	NA	NA
70	770	44	2	10	9	76	1	NA
70	770	45	3	NA	NA	NA	NA	NA
70	770	46	3	49	47	70	1	NA
70	770	47	3	55	46	64	1	NA
70	770	48	3	32	28	45	1	NA
70	770	49	3	56	45	65	1	NA
70	770	50	3	58	58	63	1	NA
70	770	51	3	55	74	71	1	NA
70	770	52	3	55	80	72	1	NA
70	770	53	3	56	88	79	1	NA
70	770	54	3	72	72	85	1	NA
70	770	55	3	49	62	72	1	NA
70	770	56	3	46	63	78	1	NA
70	770	57	3	13	30	38	NA	1
70	770	58	3	18	25	46	NA	1
71	771	1	27	90	83	84	NA	1
71	771	2	27	89	88	72	NA	1
71	771	3	27	78	16	88	NA	1
71	771	4	27	80	74	90	NA	1
71	771	5	27	0	0	94	NA	1
71	771	6	27	88	56	86	NA	1
71	771	7	28	100	88	82	NA	1
71	771	8	28	90	86	86	NA	1
71	771	9	28	76	74	76	NA	1
71	771	10	28	100	91	100	NA	1
71	771	11	28	64	88	77	NA	1
71	771	12	28	85	96	92	NA	1
71	771	13	29	60	45	79	NA	1
71	771	14	29	10	3	78	NA	1
71	771	15	29	20	10	76	NA	1
71	771	16	29	37	10	56	NA	1
71	771	17	29	32	100	100	NA	1
71	771	18	29	54	12	77	NA	1
71	771	19	30	76	85	67	NA	1
71	771	20	30	61	61	81	1	NA
71	771	21	30	80	76	64	1	NA
71	771	22	30	NA	NA	NA	NA	NA
71	771	23	30	77	75	76	1	NA
71	771	24	30	90	91	66	1	NA
71	771	25	1	89	89	82	NA	1
71	771	26	1	77	68	79	NA	1
71	771	27	1	79	89	65	NA	1
71	771	28	1	69	74	56	NA	1
71	771	29	1	79	79	58	NA	1
71	771	30	1	83	88	74	NA	1
71	771	31	2	66	60	85	1	NA
71	771	32	2	76	77	72	1	NA
71	771	33	2	58	63	63	1	NA
71	771	34	2	85	78	67	1	NA
71	771	35	2	61	61	73	1	NA
71	771	36	2	79	80	77	1	NA
71	771	37	2	89	92	57	1	NA
71	771	38	2	74	77	78	1	NA
71	771	39	2	71	73	65	1	NA
71	771	40	2	0	0	0	1	NA
71	771	41	2	75	68	28	1	NA
71	771	42	2	50	0	68	1	NA
71	771	43	2	88	91	73	1	NA
71	771	44	2	95	87	63	1	NA
71	771	45	3	71	50	58	1	NA
71	771	46	3	66	51	46	1	NA
71	771	47	3	71	76	0	1	NA
71	771	48	3	87	77	40	1	NA
71	771	49	3	78	77	58	1	NA
71	771	50	3	60	77	59	1	NA
71	771	51	3	79	72	61	1	NA
71	771	52	3	95	88	68	1	NA
71	771	53	3	64	81	72	1	NA
71	771	54	3	33	50	69	1	NA
71	771	55	3	62	76	9	1	NA
71	771	56	3	76	74	70	1	NA
71	771	57	3	70	78	64	1	NA
71	771	58	3	84	77	72	1	NA
71	771	59	4	38	37	76	NA	1
71	771	60	4	43	41	78	NA	1
71	771	61	4	78	76	72	NA	1
71	771	62	4	78	78	56	NA	1
71	771	63	4	77	57	68	NA	1
71	771	64	4	76	59	75	NA	1
73	773	1	6	52	8	49	NA	1
73	773	2	6	59	17	4	NA	1
73	773	3	6	52	87	49	NA	1
73	773	4	7	13	7	51	1	NA
73	773	5	7	53	8	51	1	NA
73	773	6	7	7	5	54	1	NA
73	773	7	7	9	12	66	1	NA
73	773	8	7	52	65	54	NA	1
73	773	9	7	32	65	75	NA	1
73	773	10	8	100	32	5	1	NA
73	773	11	8	6	5	100	1	NA
73	773	12	8	98	100	98	1	NA
73	773	13	8	99	100	99	1	NA
73	773	14	8	99	100	94	1	NA
73	773	15	8	9	39	50	1	NA
73	773	16	9	95	11	100	1	NA
73	773	17	9	94	99	100	1	NA
73	773	18	9	99	96	92	1	NA
73	773	19	9	100	100	99	1	NA
73	773	20	9	96	94	100	1	NA
73	773	21	9	98	14	100	1	NA
73	773	22	9	96	100	100	1	NA
73	773	23	9	100	100	100	1	NA
73	773	24	9	100	99	97	1	NA
73	773	25	9	100	99	100	1	NA
73	773	26	9	99	100	98	1	NA
73	773	27	9	100	100	99	1	NA
73	773	28	9	19	21	100	1	NA
73	773	29	9	100	97	99	1	NA
73	773	30	10	100	96	100	1	NA
73	773	31	10	96	100	100	1	NA
73	773	32	10	100	100	97	1	NA
73	773	33	10	92	95	98	1	NA
73	773	34	10	NA	NA	NA	NA	NA
73	773	35	10	67	36	99	1	NA
73	773	36	10	52	13	100	1	NA
73	773	37	10	54	7	98	1	NA
73	773	38	10	35	97	100	1	NA
73	773	39	10	44	58	95	1	NA
73	773	40	10	48	79	96	1	NA
73	773	41	10	NA	NA	NA	NA	NA
73	773	42	10	57	48	100	1	NA
73	773	43	10	79	38	98	NA	1
73	773	44	11	3	6	30	1	NA
73	773	45	11	0	2	100	1	NA
73	773	46	11	6	9	100	1	NA
73	773	47	11	8	11	100	1	NA
73	773	48	11	5	2	100	1	NA
73	773	49	11	8	70	98	NA	1
73	773	50	12	NA	NA	NA	NA	NA
73	773	51	12	NA	NA	NA	NA	NA
73	773	52	12	NA	NA	NA	NA	NA
73	773	53	12	NA	NA	NA	NA	NA
73	773	54	12	NA	NA	NA	NA	NA
73	773	55	12	4	8	98	1	NA
73	773	56	13	10	7	100	1	NA
73	773	57	13	8	10	100	1	NA
73	773	58	13	27	8	99	1	NA
73	773	59	13	35	5	100	1	NA
73	773	60	13	11	14	100	1	NA
73	773	61	13	16	12	100	NA	1
74	774	1	28	NA	NA	NA	NA	NA
74	774	2	28	100	100	100	NA	1
74	774	3	28	100	100	100	NA	1
74	774	4	28	100	100	100	NA	1
74	774	5	29	NA	NA	NA	NA	NA
74	774	6	29	NA	NA	NA	NA	NA
74	774	7	29	NA	NA	NA	NA	NA
74	774	8	29	63	100	100	NA	1
74	774	9	29	81	100	100	NA	1
74	774	10	29	67	100	100	NA	1
74	774	11	30	NA	NA	NA	NA	NA
74	774	12	30	100	100	100	NA	1
74	774	13	30	65	100	100	NA	1
74	774	14	30	59	1	100	1	NA
74	774	15	30	75	100	100	1	NA
74	774	16	30	84	100	100	NA	1
74	774	17	1	100	81	100	NA	1
74	774	18	1	80	82	100	NA	1
74	774	19	1	57	57	100	NA	1
74	774	20	1	81	76	100	NA	1
74	774	21	1	100	100	100	NA	1
74	774	22	1	100	100	100	NA	1
74	774	23	2	59	77	100	NA	1
74	774	24	2	72	100	100	NA	1
74	774	25	2	70	77	100	NA	1
74	774	26	2	42	50	100	NA	1
74	774	27	2	65	66	100	1	NA
74	774	28	2	51	40	100	NA	1
74	774	29	2	53	43	100	NA	1
74	774	30	2	66	65	100	NA	1
74	774	31	2	61	73	100	NA	1
74	774	32	2	31	41	100	1	NA
74	774	33	2	71	78	100	NA	1
74	774	34	2	70	89	100	NA	1
74	774	35	2	51	69	100	NA	1
74	774	36	2	52	52	100	NA	1
74	774	37	3	49	49	100	NA	1
74	774	38	3	80	89	100	NA	1
74	774	39	3	83	75	100	NA	1
74	774	40	3	77	87	100	NA	1
74	774	41	3	72	82	100	NA	1
74	774	42	3	52	55	100	NA	1
74	774	43	3	51	59	100	NA	1
74	774	44	3	54	75	100	NA	1
74	774	45	3	50	85	100	NA	1
74	774	46	3	47	70	100	NA	1
74	774	47	3	82	83	100	NA	1
74	774	48	3	70	80	100	NA	1
74	774	49	3	65	53	100	NA	1
74	774	50	3	87	92	100	NA	1
74	774	51	4	82	80	100	NA	1
74	774	52	4	56	76	100	NA	1
74	774	53	4	42	49	100	NA	1
74	774	54	4	80	78	100	NA	1
74	774	55	4	74	100	100	NA	1
74	774	56	4	80	100	100	NA	1
74	774	57	5	50	81	100	NA	1
74	774	58	5	54	59	100	NA	1
74	774	59	5	68	34	100	1	NA
74	774	60	5	76	58	100	1	NA
74	774	61	5	50	81	100	NA	1
74	774	62	5	74	100	100	NA	1
75	775	1	28	49	64	52	NA	1
75	775	2	28	49	55	50	NA	1
75	775	3	29	47	27	52	1	NA
75	775	4	29	82	49	47	NA	1
75	775	5	29	51	54	59	NA	1
75	775	6	29	58	55	46	1	NA
75	775	7	29	47	52	53	NA	1
75	775	8	29	NA	NA	NA	NA	NA
75	775	9	30	51	46	44	NA	1
75	775	10	30	48	3	73	NA	1
75	775	11	30	60	56	56	1	NA
75	775	12	30	100	2	58	NA	1
75	775	13	30	6	4	2	NA	1
75	775	14	30	70	79	62	NA	1
75	775	15	1	68	78	73	NA	1
75	775	16	1	68	74	80	NA	1
75	775	17	1	55	50	54	NA	1
75	775	18	1	55	60	56	NA	1
75	775	19	1	57	57	58	NA	1
75	775	20	1	67	74	54	1	NA
75	775	21	2	NA	NA	NA	NA	NA
75	775	22	2	68	76	62	NA	1
75	775	23	2	55	77	55	NA	1
75	775	24	2	57	74	50	NA	1
75	775	25	2	37	36	60	NA	1
75	775	26	2	NA	NA	NA	NA	NA
75	775	27	2	45	60	53	1	NA
75	775	28	2	48	59	48	1	NA
75	775	29	2	40	57	44	1	NA
75	775	30	2	50	67	52	1	NA
75	775	31	2	50	52	48	NA	1
75	775	32	2	56	58	54	NA	1
75	775	33	2	59	52	54	NA	1
75	775	34	2	55	68	60	NA	1
75	775	35	3	47	59	49	NA	1
75	775	36	3	48	57	64	NA	1
75	775	37	3	55	56	53	NA	1
75	775	38	3	56	59	59	NA	1
75	775	39	3	50	50	52	1	NA
75	775	40	3	53	59	60	NA	1
75	775	41	3	45	55	50	1	NA
75	775	42	3	52	47	57	NA	1
75	775	43	3	42	45	53	NA	1
75	775	44	3	56	54	59	NA	1
75	775	45	3	39	49	55	NA	1
75	775	46	3	43	46	58	NA	1
75	775	47	3	64	59	57	NA	1
75	775	48	3	51	53	57	NA	1
75	775	49	4	27	32	51	1	NA
75	775	50	4	32	34	52	1	NA
75	775	51	4	50	53	54	NA	1
75	775	52	4	52	54	62	NA	1
75	775	53	4	50	56	48	NA	1
75	775	54	4	42	59	52	NA	1
75	775	55	5	50	46	49	1	NA
75	775	56	5	NA	NA	NA	NA	NA
75	775	57	5	54	52	55	1	NA
75	775	58	5	40	53	58	1	NA
75	775	59	5	48	52	49	1	NA
75	775	60	5	33	58	62	NA	1
76	776	1	1	79	87	86	NA	1
76	776	2	1	100	85	67	1	NA
76	776	3	1	100	80	47	1	NA
76	776	4	1	59	68	68	NA	1
76	776	5	2	79	78	75	NA	1
76	776	6	2	80	73	81	1	NA
76	776	7	2	78	78	80	1	NA
76	776	8	2	85	88	76	1	NA
76	776	9	2	61	66	74	1	NA
76	776	10	2	64	59	88	1	NA
76	776	11	2	60	50	85	1	NA
76	776	12	2	55	50	75	1	NA
76	776	13	2	49	48	81	1	NA
76	776	14	2	53	58	75	1	NA
76	776	15	2	55	49	84	1	NA
76	776	16	2	47	46	78	1	NA
76	776	17	2	28	22	80	1	NA
76	776	18	2	59	58	100	1	NA
76	776	19	3	45	33	88	1	NA
76	776	20	3	44	31	89	1	NA
76	776	21	3	58	42	88	1	NA
76	776	22	3	53	38	86	1	NA
76	776	23	3	75	66	88	1	NA
76	776	24	3	70	68	79	1	NA
76	776	25	3	83	58	78	1	NA
76	776	26	3	59	52	91	1	NA
76	776	27	3	41	37	80	1	NA
76	776	28	3	67	54	80	1	NA
76	776	29	3	54	45	78	1	NA
76	776	30	3	61	59	76	1	NA
76	776	31	3	59	63	90	NA	1
76	776	32	3	40	42	66	NA	1
76	776	33	4	57	41	81	1	NA
76	776	34	4	55	48	84	NA	1
76	776	35	4	78	75	78	NA	1
76	776	36	4	80	84	78	NA	1
76	776	37	4	80	74	77	NA	1
76	776	38	4	79	77	83	NA	1
76	776	39	5	55	50	84	NA	1
76	776	40	5	100	100	89	NA	1
76	776	41	5	58	56	75	1	NA
76	776	42	5	73	71	84	NA	1
76	776	43	5	76	69	87	NA	1
76	776	44	5	73	59	83	NA	1
76	776	45	6	69	70	74	NA	1
76	776	46	6	70	68	89	NA	1
76	776	47	6	85	80	73	NA	1
76	776	48	6	70	70	96	1	NA
76	776	49	6	78	60	84	1	NA
76	776	50	6	73	56	90	1	NA
76	776	51	7	63	67	73	1	NA
76	776	52	7	62	69	72	1	NA
76	776	53	7	NA	NA	NA	NA	NA
76	776	54	7	84	65	84	NA	1
76	776	55	7	87	76	99	NA	1
76	776	56	7	92	87	91	NA	1
76	776	57	8	62	73	68	NA	1
76	776	58	8	80	84	85	NA	1
76	776	59	8	88	78	86	NA	1
76	776	60	8	NA	NA	NA	NA	NA
76	776	61	8	92	78	74	NA	1
76	776	62	8	77	69	86	NA	1
78	778	1	2	70	76	78	NA	1
78	778	2	2	51	44	60	NA	1
78	778	3	2	66	28	58	NA	1
78	778	4	2	84	70	73	NA	1
78	778	5	2	81	76	84	NA	1
78	778	6	2	52	50	73	NA	1
78	778	7	2	47	28	65	NA	1
78	778	8	2	51	49	50	NA	1
78	778	9	2	44	18	54	NA	1
78	778	10	2	76	81	61	NA	1
78	778	11	2	59	76	62	NA	1
78	778	12	3	27	50	68	NA	1
78	778	13	3	39	39	2	NA	1
78	778	14	3	48	34	54	1	NA
78	778	15	3	14	54	54	NA	1
78	778	16	3	25	12	26	NA	1
78	778	17	3	11	10	33	NA	1
78	778	18	3	18	9	49	NA	1
78	778	19	3	12	10	20	NA	1
78	778	20	3	2	16	34	NA	1
78	778	21	3	11	22	23	1	NA
78	778	22	3	22	14	21	NA	1
78	778	23	3	29	66	24	1	NA
78	778	24	3	59	52	25	NA	1
78	778	25	3	82	82	34	NA	1
78	778	26	4	7	5	13	1	NA
78	778	27	4	4	3	5	1	NA
78	778	28	4	9	3	8	NA	1
78	778	29	4	7	5	54	NA	1
78	778	30	4	22	56	87	NA	1
78	778	31	4	59	80	79	NA	1
78	778	32	5	53	19	71	1	NA
78	778	33	5	54	85	77	1	NA
78	778	34	5	59	54	55	1	NA
78	778	35	5	44	42	52	NA	1
78	778	36	5	78	80	84	NA	1
78	778	37	5	60	76	80	NA	1
78	778	38	6	55	31	64	1	NA
78	778	39	6	64	66	70	1	NA
78	778	40	6	69	87	79	NA	1
78	778	41	6	54	52	65	NA	1
78	778	42	6	64	7	75	NA	1
78	778	43	6	63	69	74	NA	1
78	778	44	7	70	69	74	1	NA
78	778	45	7	57	67	76	1	NA
78	778	46	7	57	69	71	NA	1
78	778	47	7	58	61	68	NA	1
78	778	48	7	90	86	74	NA	1
78	778	49	7	91	87	83	NA	1
78	778	50	8	88	78	82	1	NA
78	778	51	8	85	91	77	NA	1
78	778	52	8	78	73	82	1	NA
78	778	53	8	90	73	78	1	NA
78	778	54	8	81	92	75	1	NA
78	778	55	8	65	77	82	1	NA
78	778	56	9	53	47	50	1	NA
78	778	57	9	77	61	67	NA	1
78	778	58	9	85	73	75	NA	1
78	778	59	9	71	74	67	NA	1
78	778	60	9	90	77	73	NA	1
78	778	61	9	90	87	88	NA	1
78	778	62	9	84	82	92	NA	1
78	778	63	9	82	82	60	NA	1
78	778	64	9	68	78	73	NA	1
78	778	65	9	45	72	56	NA	1
78	778	66	9	54	53	59	NA	1
78	778	67	9	38	26	65	NA	1
78	778	68	9	9	52	47	NA	1
